object,version,sheet_types,sheets_n,area_total_m2,area_living_m2,room_counts,rooms,sources
минипарная,в2,планировка,1,8.9,5.9,"сауна:1, терраса:1",Парная 5.93м²; Терраса 3.0м²,2026\Планировки\Юра\Минипарная В2.pdf (стр.1)
минипарная,в3,планировка,1,9.3,9.3,сауна:1,Парная 5.2м²; Комната отдыха 4.13м²,2026\Планировки\Юра\Минипарная В3.pdf (стр.1)
минипарная,в4,планировка,1,9.3,9.3,сауна:1,Парная 5.2м²; Комната отдыха 4.13м²,2026\Планировки\Юра\Минипарная В4.pdf (стр.1)
минисауна с тераасой,в1,планировка,1,9.7,3.7,"сауна:1, терраса:1",Парная 3.68м²; Терраса 6.0м²,2026\Планировки\Юра\МиниСауна с тераасой В1.pdf (стр.1)
мо в1.1,,планировка,1,76.7,58.7,"гостиная:1, кухня:1, прихожая:1, санузел:2, терраса:1",гостиная 31.17м²; кухня 15.27м²; санузел 2.91м²; ванная 3.36м²; прихожая 5.98м²; терраса 18.0м²,Работы Валя\1FF\МО в1.1.pdf (стр.1)
мо в2.1,,планировка,1,84.6,66.6,"гостиная:1, прихожая:1, санузел:2, спальня:1, терраса:1",кухня-гостиная 36.02м²; спальня 15.27м²; санузел 3.36м²; ванная 4.77м²; прихожая 4.21м²; кладовая 3.0м²; терраса 18.0м²,Работы Валя\1FF\МО в2.1.pdf (стр.1)
мо в2.2,,планировка,1,69.3,69.3,"гостиная:1, санузел:2, спальня:1",кухня-гостиная 37.0м²; спальня 14.52м²; санузел 3.15м²; санузел 2.7м²; коридор 4.77м²; кладовая 4.21м²; кладовая 3.0м²,Работы Валя\1FF\МО в2.2.pdf (стр.1)
модуль охраны,,планировка,1,15.5,15.5,,комната 8.47м²; комната 4.07м²; комната 3.0м²,Планировки\Модуль охраны.pdf (стр.1)
модуль с навесом,в1,планировка,1,16.1,16.1,,комната 7.97м²; комната 8.15м²,Работы Валя\Карповы\Модуль с навесом в1.pdf (стр.1)
москва. евгения 11мд  - габариты модулей,,спецификация,1,0.0,0.0,,,2026\Для Коли\Москва. Евгения 11мд  - габариты модулей.pdf (стр.1)
москва. евгения 11мд - свайное поле с коммуникациями,,другое,1,0.0,0.0,,,2026\Для Коли\Москва. Евгения 11мд - свайное поле с коммуникациями.pdf (стр.1)
"москва_евгения_11_мд_планировка,_фасады,_спецификация_окон_и_дверей",,"планировка, фасад",3,249.5,182.5,"гостиная:1, кухня:1, прихожая:2, санузел:4, спальня:3, терраса:1",Спальная 16.87м²; С/У 3.92м²; С/У 4.73м²; Спальная 15.88м²; Коридор 7.71м²; Прихожая 13.36м²; С/У 2.44м²; Гостиная 40.31м²; Кухня 11.47м²; Кладовая 8.05м²; Котельная 7.33м²; Кабинет 13.6м²; Холл 6.22м²; С/У 8.28м²; Спальная 22.35м²; Терраса 60.44м²; Крыльцо 3.58м²; Крыльцо 3.0м²,"2025\Дома\11МД Москва Евгения\Москва_Евгения_11_мд_Планировка,_фасады,_спецификация_окон_и_дверей.pdf (стр.1) | 2025\Дома\11МД Москва Евгения\Москва_Евгения_11_мд_Планировка,_фасады,_спецификация_окон_и_дверей.pdf (стр.2) | 2025\Дома\11МД Москва Евгения\Москва_Евгения_11_мд_Планировка,_фасады,_спецификация_окон_и_дверей.pdf (стр.3)"
мск 12,в1,планировка,1,84.0,67.3,"гостиная:1, кухня:1, прихожая:1, санузел:1, спальня:1",гостиная 34.01м²; кухня 7.6м²; спальня 11.26м²; кабинет 10.55м²; санузел 2.0м²; прихожая 1.9м²; балкон 16.72м²,Работы Валя\Карповы\МСК 12 в1.pdf (стр.1)
мсквн,,планировка,1,100.8,100.8,"гостиная:1, кухня:1, санузел:2, спальня:1",гостиная 56.84м²; кухня 18.7м²; спальня 16.95м²; ванная 4.47м²; туалет 3.86м²,2025\Планировки\Вводные\МСКВН.pdf (стр.1)
муравьевы итог,,планировка,1,75.9,75.9,"гостиная:1, кухня:1, санузел:2, спальня:1",гостиная 35.0м²; кухня 9.49м²; спальня 11.72м²; ванная 4.83м²; туалет 2.4м²; коридор 7.7м²; гардеробная 4.79м²,Планировки\Муравьёвы итог.pdf (стр.1)
на участке,,планировка,1,0.0,0.0,,,Планировки\Собрать проект 2\На участке.pdf (стр.1)
навес,,планировка,1,14.4,14.4,,ниша под досвятник 5.7м²; место для квадроцикла 8.7м²,Планировки\Обновленные\навес.pdf (стр.1)
настя,,планировка,1,27.8,27.8,"гостиная:1, санузел:1, спальня:1",кухня-гостиная 27.81м²; спальня; ванная,Планировки\Настя\Настя.pdf (стр.1)
николай_квартира_планировка_16_01_2023,,планировка,1,0.0,0.0,"гостиная:1, санузел:1, спальня:1",гостиная; спальня; коридор; ванная; балкон,Работы Валя\5 модулей друг Василия\Благоустройство\николай_квартира_планировка_16_01_2023.pdf (стр.1)
николай_квартира_планировка_16_01_2023 (1),,планировка,1,0.0,0.0,"гостиная:1, санузел:1, спальня:1",гостиная; спальня; коридор; ванная; балкон,Загрузки Валя\николай_квартира_планировка_16_01_2023 (1).pdf (стр.1)
николай_квартира_планировка_24_01_2023 (1),,планировка,1,0.0,0.0,"гостиная:1, санузел:1, спальня:2",гостиная; спальня; спальня; ванная; гардероб,С рабочего стола Юры (бывш Аркадий)\то что было на компе тут\николай_квартира_планировка_24_01_2023 (1).pdf (стр.1)
нью парадайс планировки-layout1 (2),,планировка,1,165.1,158.3,"гостиная:1, кухня:1, прихожая:2, санузел:3, спальня:2",гараж 6.82м²; кладовая 4.34м²; прихожая 2.85м²; холл 3.53м²; кухня 6.0м²; санузел 5.45м²; ванная 5.39м²; спальня 10.88м²; столовая 37.78м²; гостиная 65.7м²; санузел 3.84м²; спальня 12.54м²; дополнительный модуль,Планировки\Нью парадайс планировки-Layout1 (2).pdf (стр.1)
окна боброво,,планировка,1,42.8,42.8,"гостиная:1, кухня:1, санузел:1, спальня:1",гостиная 23.57м²; кухня 5.13м²; спальня 9.08м²; ванная 5.0м²,Планировки\Lampi 4\Окна Боброво.pdf (стр.1)
орехово исправления от 23.04,,планировка,1,53.7,53.7,"гостиная:1, кухня:1, санузел:1, спальня:1",гостиная 9.3м²; кухня 23.42м²; спальня 9.0м²; ванная 4.26м²; гардеробная 4.73м²; коридор 3.0м²,Планировки\Орехово исправления от 23.04.pdf (стр.1)
оржицы,в1,планировка,1,58.7,48.7,"кухня:1, прихожая:1, санузел:1, спальня:1, терраса:1",кухня-столовая 21.85м²; спальня 9.44м²; санузел 3.71м²; гардеробная 4.5м²; прихожая 9.21м²; терраса 10.0м²,Работы Валя\Карповы\Оржицы в1.pdf (стр.1)
оржицы,в2,планировка,1,61.7,61.7,"гостиная:1, кухня:1, прихожая:2, санузел:1",ПМ 10.0м²; Кухня-столовая 21.85м²; Гостиная 9.44м²; Санузел 3.71м²; Холл 4.5м²; СТМ 9.21м²; Прихожая 3.0м²,Работы Валя\Карповы\Оржицы в2.pdf (стр.1)
оржицы,в3,планировка,2,113.6,113.6,"кухня:2, прихожая:1, санузел:2, спальня:1",кухня-столовая 21.85м²; санузел 3.86м²; прихожая 4.35м²; спальня 9.44м²; коридор 9.21м²; лестница 3.08м²; ПМ 21.85м²; кухня 10.0м²; комната 9.44м²; комната 9.21м²; СТМ 4.5м²; ванная 3.71м²; коридор 3.08м²,Планировки\Обновленные\Оржицы в3.pdf (стр.1) | Планировки\Оржицы в3.pdf (стр.1)
оржицы в3 в производство,,планировка,1,51.8,51.8,санузел:1,ПИМ 21.85м²; СТМ 9.44м²; коридор 9.21м²; ванная 3.86м²; кладовая 4.35м²; лестница 3.08м²,Планировки\Оржицы в3 в производство.pdf (стр.1)
офис 101,в1,планировка,1,85.7,85.7,,офис 69.66м²; отделение 6.76м²; комната 2.15м²; комната 2.4м²; комната 4.74м²,Планировки\Собрать проект\Офис 101 в1.pdf (стр.1)
офис 101,в2,планировка,1,85.7,85.7,санузел:1,офисное помещение 69.66м²; санузел 2.15м²; кладовая 2.4м²; коридор 4.74м²; открытое пространство 6.76м²,Планировки\Собрать проект\Офис 101 в2.pdf (стр.1)
