object,version,sheet_type,title,path,page,area_total_m2,area_living_m2,room_counts,rooms
красное озеро,в1,планировка,КРАСНОЕ ОЗЕРО,Планировки\Lampi 4\Красное озеро в1.pdf,1,54.5,54.5,"гостиная:1, кухня:1, прихожая:1, санузел:2, спальня:1",гостиная 21.0м²; кухня 3.6м²; спальня 11.98м²; ванная 3.84м²; туалет 2.42м²; коридор 3.71м²; кладовая 3.06м²; прихожая 1.86м²; лестница 3.0м²
красное озеро,в2,планировка,КРАСНОЕ ОЗЕРО,Планировки\Lampi 4\Красное озеро в2.pdf,1,50.9,50.9,"гостиная:1, прихожая:1, санузел:2, спальня:1",спальня 11.98м²; кухня-гостиная 21.0м²; санузел 3.84м²; ванная 2.42м²; коридор 3.71м²; прихожая 3.06м²; кладовая 1.86м²; лестница 3.0м²
кровля расчет,,разрез,COUNTRY HOUSE,2025\Планировки\Для Василия\Кровля расчет.pdf,1,0.0,0.0,,
кубик планировка,,разрез,,Работы Валя\Кубик\Кубик планировка.pdf,1,0.0,0.0,,
куперы,в1,планировка,КУПЕРЫ,Планировки\Обновленные\Куперы в1.pdf,1,42.4,42.4,"гостиная:1, кухня:1, санузел:1, спальня:1",гостиная 14.02м²; кухня 15.0м²; спальня 8.09м²; санузел 3.62м²; коридор 1.69м²; ПМ
л.юдмила сашино 3мд в2 ф,,планировка,COUNTRY HOUSE,2025\Планировки\Юра\Л.юдмила Сашино 3МД В2 Ф.pdf,1,72.3,47.2,"гостиная:1, прихожая:1, санузел:1, спальня:1, терраса:1",Кухня-Гостиная 20.75м²; Спальня 11.12м²; Гардеробная 3.13м²; Тех. помещение 2.21м²; С/У 4.85м²; Прихожая 5.1м²; Крыльцо 3.6м²; Терраса 21.57м²
л.юдмила сашино 3мд в3 финал,,планировка,COUNTRY HOUSE,2025\Планировки\Юра\Л.юдмила Сашино 3МД В3 Финал.pdf,1,72.3,47.2,"гостиная:1, прихожая:1, санузел:1, спальня:1, терраса:1",Кухня-Гостиная 20.75м²; Спальня 11.12м²; Гардеробная 3.13м²; Тех. помещение 2.21м²; С/У 4.85м²; Прихожая 5.1м²; Крыльцо 3.6м²; Терраса 21.57м²
ладога парк итоговая,,планировка,ЛАДОГА ПАРК,Планировки\Собрать проект\Ладога парк итоговая.pdf,1,46.6,38.3,"гостиная:1, санузел:1, спальня:1",кухня-гостиная 19.4м²; спальня 14.58м²; санузел 3.23м²; коридор 1.08м²; балкон 8.27м²
лахденпохья 2м,в3,планировка,,Работы Валя\Карповы\Лахденпохья 2м в3.pdf,1,50.9,50.9,"гостиная:1, кухня:1, санузел:1",гостиная 18.0м²; кухня 28.55м²; санузел 4.4м²
лахденпохья 3м,в2,планировка,,Работы Валя\Сестра Васи Чехофф\Лахденпохья 3м в2.pdf,1,70.3,70.3,"гостиная:1, кухня:1, санузел:1, спальня:1",гостиная 23.4м²; кухня 18.0м²; спальня 9.5м²; кабинет 8.6м²; гардеробная 3.6м²; ванная 4.2м²; ПМ 3.0м²
лахденпохья 3м в производство,,планировка,,Планировки\Обновленные\Лахденпохья 3м в производство.pdf,1,52.3,52.3,"гостиная:1, прихожая:1, санузел:1, спальня:2",спальня 8.6м²; спальня 9.5м²; кухня-гостиная 23.4м²; коридор 3.6м²; санузел 4.2м²; прихожая 3.0м²
лахденпохья 6мд - отделка интерьерная доска,,планировка,План отделки интерьерной доской,2025\Дома\Пол Окенфольд\ОТДЕЛКА\Лахденпохья 6МД - ОТДЕЛКА Интерьерная доска.pdf,1,0.0,0.0,,
лемболовское ресепция,в4,планировка,,Работы Валя\Карповы\Лемболовское ресепция в4.pdf,1,28.4,28.4,,комната 9.6м²; комната 18.83м²
лемболовское ресепшен,в2,планировка,,Работы Валя\1FF\Лемболовское ресепшен в2.pdf,1,28.4,28.4,"кухня:1, спальня:1",Кухня-столовая 9.6м²; Спальня 18.83м²
"лесное озеро - фасады, планировка",,планировка,Лесное озеро,"2025\Дома\6МД Лесное Озеро\Новая папка\Лесное озеро - Фасады, планировка.pdf",1,101.4,101.4,"гостиная:1, кухня:1, прихожая:1, спальня:3",спальня 1 17.5м²; гостиная 29.1м²; кухня 10.7м²; прихожая 9.57м²; спальня 2 10.77м²; спальня 3 10.77м²; кладовая 4.45м²; отделение 4.2м²; тех помещение 4.38м²
"лесное озеро - фасады, планировка",,фасад,Лесное озеро,"2025\Дома\6МД Лесное Озеро\Новая папка\Лесное озеро - Фасады, планировка.pdf",2,0.0,0.0,,
"лесное озеро - фасады, планировка",,фасад,Лесное озеро,"2025\Дома\6МД Лесное Озеро\Новая папка\Лесное озеро - Фасады, планировка.pdf",3,0.0,0.0,,
"лесное озеро - фасады, планировка",,планировка,Лесное озеро,"2025\Дома\6МД Лесное Озеро\Планировка и фасады\Лесное озеро - Фасады, планировка.pdf",1,97.1,97.1,"гостиная:1, кухня:1, прихожая:1, спальня:3",спальня 1 17.5м²; гостиная 29.1м²; кухня 10.7м²; прихожая 9.57м²; спальня 2 10.77м²; спальня 3 10.77м²; кладовая 4.45м²; откидное 4.2м²
"лесное озеро - фасады, планировка",,фасад,Лесное озеро,"2025\Дома\6МД Лесное Озеро\Планировка и фасады\Лесное озеро - Фасады, планировка.pdf",2,0.0,0.0,,
"лесное озеро - фасады, планировка",,фасад,Лесное озеро,"2025\Дома\6МД Лесное Озеро\Планировка и фасады\Лесное озеро - Фасады, планировка.pdf",3,0.0,0.0,,
"максим 4,5м",в2,планировка,"4,5м Максим","Планировки\Lampi 4\Максим 4,5м в2.pdf",1,72.1,72.1,"гостиная:1, кухня:1, санузел:2, спальня:1",кухня 7.61м²; ПМХ; столовая 24.73м²; гостиная 14.81м²; спальня 9.73м²; санузел 3.64м²; коридор 5.15м²; кладовая 2.58м²; ванная 3.85м²
малышев (коррекция мебелировки),,планировка,,Планировки\Малышев (коррекция мебелировки).pdf,1,126.9,111.4,"гостиная:1, кухня:1, прихожая:1, санузел:3, спальня:2",гараж 15.44м²; ванная 3.75м²; спальня 13.57м²; кухня 6.4м²; коридор 6.3м²; столовая 5.5м²; прихожая 5.15м²; гардеробная 4.31м²; гостиная 43.57м²; ванная 4.52м²; туалет 4.05м²; спальня 14.31м²
малышев чехофф свайное поле,,спецификация,Малышев Чехофф,Планировки\Обновленные\Малышев Чехофф свайное поле.pdf,1,0.0,0.0,,
малышево,в7,планировка,,Работы Валя\Карповы\Малышево в7.pdf,1,137.1,121.7,"гостиная:1, кухня:1, санузел:3, спальня:5",гараж 15.44м²; ванная 3.75м²; спальня 13.57м²; кухня 6.4м²; коридор 6.3м²; гостиная 43.57м²; спальня 5.5м²; спальня 5.15м²; ванная 4.31м²; спальня 4.52м²; ванная 14.31м²; спальня 14.31м²
масим планировочное решение на согласование,,планировка,,Работы Валя\Сестра Васи Чехофф\Масим планировочное решение на согласование.pdf,1,71.7,53.7,"кухня:1, санузел:1, спальня:2",кухня-столовая 23.42м²; спальня 9.3м²; спальня 9.0м²; коридор 4.73м²; ванная 4.26м²; лестница 3.0м²; балкон 18.0м²
масим планировочное решение на согласование,,планировка,,Работы Валя\Эксперименты с подачей проектов\Наработки с Николаем\ЦЕХ 2\Масим планировочное решение на согласование.pdf,1,62.7,44.7,"кухня:1, санузел:1, спальня:1",кухня-столовая 23.42м²; спальня 9.3м²; ванная 4.26м²; гардеробная 4.73м²; коридор 3.0м²; балкон 18.0м²
масим планировочное решение на согласование (1),,планировка,Планировка этажа,Загрузки Валя\Масим планировочное решение на согласование (1).pdf,1,71.7,71.7,"гостиная:1, кухня:1, санузел:1, спальня:1",кухня-столовая 23.42м²; спальня 9.3м²; ванная 4.26м²; гардеробная 4.73м²; коридор 9.0м²; лоджия 3.0м²; гостиная 18.0м²
мгн 3мд вариант 1,,,,2025\Планировки\Юра\МГН 3МД Вариант 1.pdf,1,0.0,0.0,,
мельниково,в1,планировка,Мельниково,Планировки\Мельниково в1.pdf,1,108.8,85.3,"гостиная:1, санузел:2, спальня:2, терраса:1",терраса 23.53м²; кухня-гостиная 40.33м²; спальня 10.78м²; спальня 10.78м²; ванная 5.61м²; санузел 9.01м²; коридор 5.79м²; лестница 3.0м²
мельниково в1 перевернуть,,планировка,Мельниково,Планировки\Мельниково в1 перевернуть.pdf,1,85.3,85.3,"гостиная:1, кухня:1, санузел:2, спальня:2",спальня 10.78м²; спальня 10.78м²; ванная 5.61м²; туалет 5.79м²; кухня 9.01м²; гостиная 40.33м²; коридор 3.0м²
металл lampi бриллиант,,спецификация,БАНЯ ФИНСКИЙ БРИЗ,Планировки\Lampi 4\Металл Lampi Бриллиант.pdf,1,0.0,0.0,,
микромодуль лофт,в1,разрез,разрез дома,Работы Валя\Карповы\Микромодуль лофт в1.pdf,1,11.9,11.9,"кухня:1, санузел:1",лестница 7.25м²; кухня 2.65м²; ванная 2.0м²
